cycle_count,nominal_capacity_ah,voltage_v,current_a,temperature_c,charge_voltage,discharge_cutoff,avg_charge_current,avg_discharge_curr,depth_of_discharge,charge_time_h,rest_time_h,coulombic_efficiency,internal_resistance,max_temp_seen,min_temp_seen,humidity_pct,overcharge_events,overdischarge_events,battery_chemistry,battery_age_days,soh_percent,rul_cycles,fault_type,fault_label
1162,60,4.0422,-26.243,44.06,4.1194,2.7013,2.244,4.809,0.5765,5.168,8.155,0.97063,0.13207,47.05,36.89,63.8,2,1,LFP,806,75.09,1810,0,Normal
1522,75,3.6004,13.34,47.93,4.1766,2.6511,1.963,4.374,0.3404,1.982,7.334,0.98662,0.16125,55.07,45.3,64.0,1,0,NMC,1054,66.27,0,0,Normal
592,150,2.8678,-27.307,39.97,4.0169,2.9573,2.8,2.855,0.9382,6.995,1.407,0.98738,0.08591,58.63,28.19,46.5,1,0,LFP,361,85.21,2345,0,Normal
391,75,4.2127,-7.978,37.35,4.0489,2.5307,1.942,2.806,0.6677,7.39,8.978,0.9499,0.08337,54.01,25.14,44.9,1,0,NMC,292,91.36,1045,3,Deep_Discharge
1698,200,4.0015,2.043,38.13,4.1017,2.7367,2.416,1.974,0.3217,7.301,9.211,0.93695,0.18924,53.25,35.23,45.7,0,2,NCA,1185,64.29,0,0,Normal
418,75,2.9908,-33.642,27.22,4.1545,2.6263,1.519,4.514,0.6043,4.66,2.054,0.95956,0.07103,34.04,16.31,61.1,0,0,NMC,273,90.82,1166,0,Normal
288,50,4.1366,3.645,21.99,4.0361,2.6909,2.236,4.187,0.8841,7.009,4.782,0.96605,0.05626,22.74,14.53,36.7,0,0,NMC,223,95.81,1208,0,Normal
378,60,3.4535,-6.491,32.75,4.0949,2.7054,2.997,3.939,0.5761,6.408,6.814,0.99131,0.07036,37.33,30.36,100.0,1,0,NMC,302,90.47,1151,0,Normal
1796,200,3.3393,-38.146,13.04,4.0652,2.7726,1.271,3.936,0.3912,5.066,2.973,1.0,0.18749,31.29,1.88,39.7,0,3,NMC,1274,63.43,0,0,Normal
1513,60,3.4685,3.905,26.92,4.1614,2.7266,2.216,4.275,0.3288,7.862,11.794,0.98858,0.16411,39.76,23.05,40.0,2,0,NMC,1043,70.73,0,0,Normal
230,150,4.0101,7.916,24.69,4.2298,2.994,0.617,4.611,0.8456,2.181,2.0,0.96465,0.06545,25.33,12.84,57.8,1,1,NCA,173,94.52,879,2,Overcharge
1017,150,3.7562,3.694,35.83,4.0415,2.5128,1.978,4.141,0.6572,5.106,11.579,0.97266,0.12612,38.65,21.09,85.1,3,0,LFP,694,79.7,1809,3,Deep_Discharge
40,60,2.8859,10.086,32.2,4.0473,2.8788,1.104,4.112,0.5243,0.504,1.983,0.95415,0.03987,44.55,27.69,46.1,0,0,LTO,92,100.0,7949,0,Normal
1051,50,4.1885,5.162,44.86,4.1501,2.5255,2.626,3.37,0.8784,3.772,5.939,0.97564,0.12788,52.37,39.86,47.0,0,0,NMC,717,78.87,472,3,Deep_Discharge
134,100,3.0143,14.603,38.22,4.1134,2.7155,1.207,2.399,0.3793,6.719,11.846,0.97883,0.05035,56.54,29.74,42.5,0,0,LFP,117,99.19,2835,0,Normal
200,60,3.8811,-18.917,23.61,4.1795,2.6009,1.446,2.844,0.4146,2.11,2.341,1.0,0.04787,27.89,10.23,71.5,0,0,LFP,166,96.42,2817,0,Normal
1863,100,3.7224,-27.937,36.73,4.072,2.9727,2.945,2.77,0.5723,6.088,8.851,0.9684,0.19421,40.49,23.24,39.7,1,0,NMC,1279,61.23,0,0,Normal
779,75,3.0719,-23.226,12.73,4.1362,2.8612,0.803,4.156,0.3274,6.162,6.124,0.99422,0.10372,20.44,6.18,37.2,1,0,NMC,535,81.47,748,0,Normal
929,75,3.0476,-16.243,37.32,4.0967,2.7314,1.781,1.477,0.8977,5.187,5.064,0.98519,0.11882,54.39,31.55,68.3,1,1,NMC,640,82.42,438,0,Normal
1056,100,4.062,40.439,22.54,4.0703,2.9761,2.619,1.943,0.6207,7.18,4.999,0.95604,0.13208,28.67,19.29,72.9,1,1,NCA,723,78.98,68,0,Normal
1071,60,3.4086,-16.066,23.92,4.1823,2.8606,1.082,2.874,0.7157,3.76,6.69,0.97594,0.12173,28.67,12.13,69.7,1,0,NCA,772,77.81,36,0,Normal
502,75,3.7491,-10.435,43.43,4.199,2.976,0.243,4.928,0.3324,1.908,9.203,0.96043,0.07522,57.24,32.22,35.5,0,0,LFP,317,89.31,2468,0,Normal
406,60,3.5309,-4.686,33.9,4.0822,2.8523,2.71,2.549,0.9064,5.317,3.913,1.0,0.06887,34.58,31.76,48.3,0,0,NCA,297,88.67,766,0,Normal
1597,60,3.8547,-7.135,28.07,4.1557,2.5389,1.935,0.807,0.9787,7.605,11.949,0.98868,0.17235,36.84,20.16,42.0,5,0,LFP,1108,65.73,1252,3,Deep_Discharge
1751,75,3.4949,36.304,40.16,4.0446,2.8082,0.845,3.436,0.9214,5.152,10.883,0.9578,0.17764,59.87,36.45,56.6,2,0,NMC,1229,65.61,0,0,Normal
804,100,3.2167,-34.512,44.73,4.1977,2.9902,0.974,3.158,0.779,7.066,5.899,0.99796,0.09529,51.25,34.09,58.4,2,1,LFP,507,82.79,2099,0,Normal
98,60,3.3269,43.707,20.0,4.0703,2.6071,2.439,4.264,0.8544,6.968,6.417,1.0,0.04329,31.95,13.73,29.2,1,0,LFP,66,96.22,2913,0,Normal
683,75,4.0457,2.894,22.86,4.0427,2.8964,1.998,4.303,0.894,0.346,8.689,1.0,0.08686,32.25,21.49,82.8,0,1,NCA,484,86.37,453,0,Normal
1895,100,3.4787,19.23,38.11,4.235,2.5923,2.251,1.444,0.4517,0.896,3.535,0.98924,0.19409,55.89,31.19,46.8,1,2,NMC,1279,59.07,0,2,Overcharge
725,60,3.1095,0.407,33.07,4.1056,2.7261,1.816,0.418,0.4003,4.552,5.986,0.98015,0.09675,34.04,25.85,56.6,1,0,NMC,526,86.5,697,0,Normal
1570,60,4.1552,16.305,11.39,4.1609,2.5423,2.412,3.968,0.443,6.888,4.127,0.9849,0.16602,27.1,5.57,63.0,2,2,NMC,1037,68.93,0,3,Deep_Discharge
960,150,3.9551,-18.887,47.83,4.2023,2.6703,2.499,3.331,0.9217,3.254,5.101,0.98164,0.11565,56.22,34.48,40.9,2,1,LTO,685,79.5,7039,0,Normal
1762,100,2.8807,-27.099,25.18,4.1715,2.8881,1.283,0.879,0.5356,7.144,9.625,0.98825,0.17008,25.57,22.64,41.0,2,1,NMC,1243,64.56,0,0,Normal
612,75,4.2485,51.862,19.95,4.1412,2.5226,2.723,4.931,0.4073,3.012,6.081,0.95968,0.08531,32.11,15.54,53.4,0,0,LFP,397,86.14,2384,3,Deep_Discharge
1966,75,3.8076,38.269,30.12,4.0929,2.6601,1.615,4.644,0.9997,3.509,10.016,1.0,0.19751,42.39,24.16,64.9,2,0,LTO,1341,59.73,5902,3,Deep_Discharge
1485,50,3.0324,-21.076,39.02,4.2296,2.8149,0.648,3.671,0.4178,2.792,2.311,0.97396,0.15685,51.05,29.41,36.6,0,0,NMC,1058,68.97,4,2,Overcharge
642,75,3.1439,14.331,41.35,4.0334,2.9743,0.812,0.458,0.3814,3.702,7.961,0.99958,0.09703,57.69,35.49,54.4,3,0,NMC,465,85.95,636,0,Normal
1792,75,3.804,23.158,30.57,4.221,2.6227,2.255,1.224,0.8838,3.833,10.342,0.97265,0.18633,39.37,18.33,33.5,5,1,NCA,1287,62.92,0,2,Overcharge
1028,75,3.9307,13.204,55.36,4.1775,2.5866,1.257,1.758,0.8916,4.002,2.241,0.99293,0.1219,68.11,40.96,30.5,1,2,LFP,722,77.46,1905,1,Thermal_Runaway_Risk
1241,60,3.1466,-4.167,58.23,4.1429,2.6018,0.935,0.468,0.6848,2.5,5.755,1.0,0.14435,58.69,47.31,68.2,0,1,LFP,893,73.48,1673,1,Thermal_Runaway_Risk
502,50,3.1726,40.49,34.48,4.0812,2.6184,1.893,4.171,0.4926,3.265,10.866,0.98889,0.08542,49.32,34.29,39.2,0,2,NMC,360,88.4,958,0,Normal
766,60,3.2453,13.753,29.38,4.0365,2.8192,2.39,0.568,0.5154,4.952,11.419,0.99307,0.10421,30.43,14.51,46.6,1,1,NCA,539,84.2,380,0,Normal
397,200,3.6671,-18.558,26.63,4.1108,2.9993,0.506,1.186,0.5125,0.367,9.174,0.99285,0.07214,43.98,15.1,50.5,1,0,LFP,236,93.6,2519,4,Internal_Short
870,75,3.0491,-7.738,28.47,4.1959,2.7618,1.458,1.731,0.9059,4.515,7.898,0.96943,0.10828,41.28,17.09,50.0,1,0,NMC,593,78.86,645,0,Normal
794,75,2.9512,-21.4,44.95,4.1863,2.6357,2.36,1.793,0.312,0.441,2.084,0.95594,0.10377,53.27,37.51,73.3,1,0,NCA,566,80.56,323,0,Normal
392,50,3.7844,-2.148,33.36,4.1614,2.8735,2.73,1.473,0.7972,4.976,11.715,1.0,0.07358,46.87,33.13,46.2,1,0,NMC,306,91.07,1103,0,Normal
206,50,3.9297,-2.795,38.7,4.2481,2.5791,0.238,4.897,0.9686,3.215,0.189,0.98252,0.05809,43.16,31.07,63.0,0,1,LFP,179,95.5,2857,2,Overcharge
1038,100,3.5263,15.107,36.94,4.2432,2.515,2.037,4.812,0.8267,3.868,6.477,1.0,0.11682,47.7,34.17,82.9,1,0,NMC,745,78.51,429,2,Overcharge
1881,75,3.3276,14.813,36.06,4.1,2.8026,1.873,3.177,0.6436,6.54,2.238,1.0,0.19164,50.71,25.95,66.2,2,1,NMC,1292,63.19,0,0,Normal
1577,75,3.4265,7.767,40.89,4.0481,2.6051,1.65,0.801,0.3576,5.476,11.351,0.96127,0.17507,42.61,40.63,23.1,5,0,NMC,1071,68.74,0,0,Normal
891,60,3.3632,7.228,38.28,4.116,2.6996,0.649,3.592,0.3214,7.463,7.935,0.95496,0.10545,39.88,31.55,50.2,0,0,NMC,659,81.9,593,4,Internal_Short
1484,100,4.192,20.865,34.77,4.2111,2.6156,2.277,4.882,0.4458,2.196,10.539,0.98623,0.16034,52.7,22.3,36.4,2,1,LFP,1008,70.65,1342,0,Normal
1714,60,3.9137,-4.517,48.45,4.1146,2.959,1.3,4.992,0.7286,3.36,5.194,0.97517,0.18174,65.42,33.76,58.4,2,1,LTO,1145,64.78,6258,1,Thermal_Runaway_Risk
1598,60,3.1017,-47.861,16.81,4.084,2.669,0.857,3.16,0.6179,2.011,8.856,0.96057,0.16814,23.55,2.11,60.7,0,0,LFP,1089,70.02,1375,0,Normal
863,75,3.3571,42.219,32.83,4.1853,2.7245,2.58,1.105,0.7213,1.69,8.452,0.93085,0.11793,46.48,18.94,47.9,2,0,NCA,632,81.6,278,0,Normal
742,60,3.5888,-18.215,24.72,4.1625,2.6174,1.06,4.192,0.36,5.437,10.342,0.9917,0.09206,36.74,17.88,48.5,0,0,NMC,533,85.86,777,0,Normal
1264,60,3.6888,13.909,39.2,4.2422,2.5424,0.756,3.189,0.8794,5.361,0.525,0.97335,0.14175,53.61,29.93,53.0,0,1,LFP,950,71.48,1737,2,Overcharge
563,75,3.4789,-6.812,13.66,4.1373,2.7563,1.074,2.37,0.7753,4.087,6.452,1.0,0.07665,19.88,12.95,57.4,0,0,NMC,379,90.16,912,0,Normal
1020,100,3.9747,27.961,32.33,4.2419,2.9344,0.707,0.92,0.7464,1.428,9.054,0.99269,0.10997,41.62,24.95,60.3,1,0,NMC,760,79.75,542,2,Overcharge
95,100,3.913,-19.234,34.82,4.0727,2.6758,2.376,1.351,0.4209,4.668,11.802,0.98576,0.0445,40.65,22.69,68.6,0,0,LFP,75,98.15,2860,0,Normal
1923,75,3.5325,-14.216,42.23,4.2162,2.8905,0.71,2.978,0.6822,4.221,8.484,0.97916,0.19471,57.91,40.81,11.2,2,0,NMC,1332,59.01,0,0,Normal
1757,50,4.0389,-9.955,25.77,4.0877,2.5163,2.207,1.451,0.4788,4.679,7.175,0.95823,0.18143,30.15,20.55,30.4,2,0,NMC,1194,62.71,0,3,Deep_Discharge
484,60,3.8891,11.086,57.9,4.2024,2.6178,0.655,2.494,0.9528,3.756,6.177,1.0,0.08277,75.94,50.25,43.8,2,0,NMC,322,92.6,802,1,Thermal_Runaway_Risk
1430,200,3.9289,4.461,24.14,4.2315,2.5657,0.834,3.635,0.6267,0.93,3.806,1.0,0.14861,41.27,15.89,42.8,1,2,LFP,958,70.2,1505,2,Overcharge
230,75,4.1868,11.304,18.62,4.1558,2.7014,1.159,4.939,0.5152,3.464,1.633,0.98404,0.05666,33.45,11.01,58.4,0,0,LFP,167,98.13,2795,1,Thermal_Runaway_Risk
748,100,3.1864,2.535,36.06,4.1821,2.9472,2.86,0.411,0.9655,2.728,11.07,0.93716,0.09636,55.48,27.0,47.7,1,0,NMC,548,82.77,740,3,Deep_Discharge
1678,50,3.1881,18.641,28.72,4.2397,2.6868,2.759,4.024,0.444,2.376,2.217,0.99629,0.16558,39.53,16.69,49.9,0,3,NMC,1174,65.32,0,2,Overcharge
1194,75,4.089,18.976,48.41,4.0938,2.8017,0.438,0.814,0.6451,5.403,8.623,0.91018,0.13916,54.74,35.35,72.5,0,0,NCA,818,74.91,0,2,Overcharge
540,50,3.9197,30.29,14.1,4.1279,2.9491,1.14,4.729,0.4196,5.464,9.472,0.95405,0.08407,28.06,10.13,63.3,2,0,LFP,339,88.81,2487,0,Normal
1059,75,4.1435,6.876,30.36,4.2246,2.6799,1.17,3.896,0.366,7.797,10.301,0.9895,0.12877,50.12,20.63,76.8,2,2,LTO,732,79.32,6821,2,Overcharge
524,150,2.8915,6.78,38.18,4.1682,2.6829,0.792,2.11,0.3363,5.187,3.831,0.97081,0.07897,48.63,27.5,44.2,0,0,NMC,386,87.26,947,0,Normal
1183,200,3.7102,35.34,23.33,4.2184,2.544,1.42,2.66,0.311,2.592,10.629,0.99966,0.14414,29.08,19.36,57.9,3,0,LFP,831,73.43,1778,3,Deep_Discharge
1862,75,3.0097,23.948,16.08,4.1546,2.6745,2.294,3.448,0.7966,4.41,6.079,0.97087,0.18587,18.75,9.06,25.9,3,1,NCA,1306,60.04,0,0,Normal
1722,75,3.5307,10.375,44.48,4.1849,2.8731,0.478,2.893,0.5715,5.186,2.116,0.96879,0.17628,60.76,38.2,88.7,0,2,NMC,1168,65.44,0,0,Normal
1266,150,3.0258,-27.889,21.61,4.0033,2.9223,2.081,4.904,0.9453,3.46,1.236,0.95818,0.14182,28.04,16.81,56.5,1,1,NMC,883,77.78,208,0,Normal
1109,100,2.9857,-33.674,40.44,4.0849,2.8614,0.93,4.993,0.7386,5.213,1.104,0.95235,0.13165,55.34,30.75,51.9,0,1,LFP,797,77.47,1876,0,Normal
1819,50,2.8176,12.254,20.76,4.1926,2.5035,1.999,0.474,0.8648,6.604,7.814,1.0,0.18412,39.63,17.86,66.5,2,3,LFP,1276,61.85,1105,3,Deep_Discharge
577,75,3.7138,13.078,26.81,4.101,2.5585,2.109,3.694,0.4978,5.157,8.671,0.99653,0.08807,27.51,18.4,48.9,1,0,LTO,433,88.93,7412,3,Deep_Discharge
681,60,3.3206,-14.456,37.57,4.0907,2.8655,2.239,3.785,0.4489,1.612,5.523,0.97807,0.09556,39.54,30.17,59.3,0,1,LTO,449,89.07,7281,0,Normal
556,75,2.9525,7.078,33.54,4.2379,2.9712,2.613,3.993,0.6109,2.793,2.151,0.95715,0.09306,36.27,29.43,43.9,0,0,LFP,350,87.82,2426,2,Overcharge
1597,75,3.2681,-18.263,20.69,4.1381,2.8477,2.719,4.602,0.8792,7.717,11.388,0.96795,0.17262,33.1,18.58,84.4,1,0,LTO,1120,65.37,6386,0,Normal
1976,75,3.045,11.444,35.31,4.0481,2.6131,2.326,3.048,0.6354,3.086,5.001,0.94999,0.20244,54.6,24.58,77.9,3,0,LFP,1328,59.65,939,0,Normal
1012,60,4.1655,11.964,8.28,4.1181,2.5538,1.547,1.422,0.6853,6.692,0.923,0.98116,0.11288,16.21,-0.87,68.8,2,2,NMC,746,79.98,386,3,Deep_Discharge
645,60,3.264,11.835,18.0,4.1297,2.9385,0.324,3.424,0.551,1.38,2.91,0.99631,0.08987,29.99,14.03,50.9,0,1,LTO,463,87.45,7350,0,Normal
795,75,3.2842,6.711,47.46,4.2472,2.5495,2.824,1.75,0.7147,7.885,7.242,0.96396,0.10642,59.7,46.72,62.8,0,0,LFP,560,87.13,2141,1,Thermal_Runaway_Risk
1051,100,4.0178,-5.882,28.3,4.1796,2.5755,1.884,1.844,0.6539,1.928,5.701,0.95129,0.12796,41.2,15.21,67.8,2,0,NMC,770,77.03,398,3,Deep_Discharge
1643,100,3.7392,-4.234,37.18,4.1299,2.7983,1.697,3.142,0.6237,7.703,6.044,0.97368,0.16589,48.6,26.27,45.3,2,0,NCA,1121,66.72,0,0,Normal
1579,60,3.8297,23.182,36.89,4.108,2.595,0.871,1.587,0.6842,0.683,3.269,0.96141,0.1646,56.41,25.56,53.7,2,0,LFP,1096,66.71,1354,3,Deep_Discharge
1363,150,3.7222,8.298,26.56,4.2289,2.6138,2.116,3.534,0.5931,4.74,0.021,0.96775,0.14825,31.98,13.34,58.3,4,1,LFP,957,70.5,1547,2,Overcharge
1821,150,4.172,9.762,31.17,4.1615,2.5711,2.985,4.295,0.8512,1.676,1.696,0.99592,0.18048,33.31,27.21,43.2,1,0,NCA,1255,62.22,0,3,Deep_Discharge
1981,60,3.1002,1.73,18.27,4.089,2.9722,1.124,4.93,0.3477,5.27,11.269,0.9633,0.19224,22.68,8.77,41.3,3,0,NMC,1354,59.8,0,0,Normal
1354,50,4.2341,13.029,31.3,4.1162,2.5625,2.439,1.008,0.5479,7.224,7.058,0.97971,0.15058,38.43,17.61,73.2,2,0,LFP,950,72.21,1602,3,Deep_Discharge
1663,100,4.0049,19.179,25.1,4.0695,2.9657,1.015,2.386,0.8272,2.596,1.98,0.98152,0.17535,40.8,15.96,55.6,2,1,LFP,1148,66.01,1240,0,Normal
1529,100,3.654,-12.559,50.92,4.2401,2.6631,1.566,3.755,0.5559,3.399,2.247,0.98315,0.16007,65.03,49.15,58.5,1,1,NCA,1058,67.16,0,1,Thermal_Runaway_Risk
1371,200,3.7604,11.855,22.99,4.1755,2.9108,0.797,2.971,0.6287,0.658,10.996,0.96675,0.14765,32.57,9.71,72.9,3,2,LFP,1040,72.38,1497,0,Normal
1496,150,3.7408,-4.522,35.13,4.0981,2.975,1.636,0.51,0.5746,4.733,2.578,0.98387,0.15223,50.74,28.95,60.1,2,2,LTO,1032,68.84,6329,0,Normal
1254,75,2.8847,6.277,27.26,4.0458,2.7596,1.486,1.871,0.5452,4.946,1.035,0.97154,0.14401,31.09,22.29,62.9,0,0,NMC,934,74.58,267,0,Normal
189,75,3.1161,16.705,38.13,4.0443,2.8851,0.309,4.01,0.6848,5.059,11.283,0.96426,0.05498,57.58,33.47,62.6,0,0,NMC,189,96.45,1224,0,Normal
1248,50,4.1941,-29.034,16.43,4.1194,2.633,1.269,2.566,0.4145,7.337,2.92,0.98911,0.13782,23.03,8.03,62.7,0,1,NMC,895,75.45,185,0,Normal
1408,60,3.5748,-21.676,28.68,4.1169,2.6915,0.376,3.533,0.6051,1.013,10.437,0.96421,0.15289,40.31,18.47,45.0,0,0,LTO,955,71.47,6600,0,Normal
1400,75,3.3486,-13.188,35.92,4.1044,2.7765,1.462,3.274,0.8282,3.928,9.374,0.9974,0.15409,37.1,32.27,63.2,2,0,NMC,942,72.34,75,0,Normal
1306,75,3.905,-14.607,32.35,4.213,2.9252,2.944,4.728,0.3066,2.583,3.953,0.96809,0.14536,38.02,22.49,83.0,1,0,NMC,889,72.54,205,0,Normal
1981,75,3.5606,-3.247,34.96,4.2448,2.8104,1.02,4.319,0.722,2.175,11.726,0.97675,0.20567,37.44,25.6,62.4,0,1,LFP,1412,57.79,978,2,Overcharge
632,100,2.8191,33.848,21.71,4.0887,2.511,1.644,1.85,0.9874,2.888,11.212,0.94463,0.08714,34.17,10.12,79.0,1,0,LFP,414,87.17,2292,3,Deep_Discharge
627,60,3.8675,23.569,26.53,4.0737,2.6524,0.565,2.589,0.5819,7.527,3.665,0.96758,0.09263,29.51,25.56,68.0,1,0,LFP,457,87.08,2404,0,Normal
972,75,3.8617,-11.612,29.81,4.1925,2.9325,0.631,2.487,0.6774,2.24,2.668,0.95298,0.12296,35.65,16.66,48.6,0,0,LFP,687,78.42,2016,0,Normal
1768,50,3.0395,17.378,37.8,4.1124,2.6201,1.195,1.539,0.3982,0.952,0.614,0.99618,0.18424,46.86,27.87,55.5,1,3,LFP,1224,64.49,1183,0,Normal
1282,75,4.1872,-0.864,43.97,4.0544,2.684,1.571,3.181,0.7945,3.465,11.047,0.9499,0.13806,62.03,30.86,73.6,0,0,NMC,897,71.22,96,0,Normal
1382,100,3.1247,6.875,11.42,4.0452,2.6948,2.164,1.451,0.5925,2.355,10.577,0.99797,0.15611,12.89,11.4,72.2,2,0,NMC,960,71.72,98,0,Normal
709,100,3.4637,-19.617,26.8,4.0701,2.5772,1.479,0.966,0.8383,2.538,8.212,0.99558,0.09689,37.23,26.27,34.9,1,0,LTO,492,86.82,7222,3,Deep_Discharge
1479,200,2.9664,-26.414,23.41,4.0003,2.6749,0.268,0.729,0.3881,3.787,10.988,0.963,0.1624,37.14,15.34,48.9,1,3,NCA,1059,68.37,0,0,Normal
1434,60,3.6748,14.647,22.27,4.2354,2.9087,0.959,1.575,0.3529,6.578,3.46,0.95982,0.15946,39.12,14.16,42.2,2,0,LFP,984,70.77,1494,2,Overcharge
648,75,3.3444,0.657,32.67,4.1076,2.9245,0.269,2.471,0.4967,6.731,1.261,0.96659,0.09479,37.92,23.8,43.0,0,2,NMC,461,86.88,843,0,Normal
317,60,3.3121,10.452,30.33,4.0207,2.7904,2.77,0.755,0.4222,4.022,9.367,0.96401,0.0617,30.86,21.71,39.8,0,1,LFP,253,95.47,2614,0,Normal
1700,75,3.9991,31.875,18.78,4.0412,2.8394,0.281,3.444,0.872,6.753,11.719,0.97923,0.17676,20.49,14.14,60.8,3,0,NMC,1155,62.72,0,0,Normal
1248,150,2.8139,-4.776,18.29,4.0808,2.7673,0.339,4.377,0.8305,1.577,3.053,0.96939,0.14591,28.61,16.72,48.8,1,1,LFP,915,76.36,1597,0,Normal
1842,100,3.957,-4.593,34.62,4.1379,2.5221,1.035,2.25,0.9766,2.353,2.66,0.98072,0.18693,53.47,20.77,51.1,0,2,NMC,1300,58.91,0,3,Deep_Discharge
1257,150,3.6286,35.373,19.08,4.1759,2.8483,1.971,4.392,0.3467,1.531,11.275,0.97444,0.14071,31.12,7.19,85.1,2,0,LFP,858,70.26,1701,0,Normal
683,60,4.2298,0.34,23.05,4.077,2.9983,1.202,0.925,0.5012,7.393,8.635,1.0,0.0844,35.84,13.93,78.4,1,0,NMC,410,86.3,801,0,Normal
663,150,3.6547,-16.066,39.23,4.2394,2.6139,0.372,0.572,0.9793,6.127,3.395,0.99359,0.09574,53.9,31.35,56.6,1,0,NCA,456,84.08,461,2,Overcharge
1998,50,2.8803,14.714,31.72,4.1901,2.9911,2.542,4.107,0.3746,6.214,6.728,0.96531,0.19738,38.14,25.72,66.3,1,1,NCA,1376,60.07,0,0,Normal
1850,150,2.8734,-4.754,45.48,4.2064,2.9989,2.161,4.879,0.6429,5.587,5.731,0.99018,0.19124,54.62,40.89,41.1,2,3,NMC,1286,60.76,0,0,Normal
1397,60,4.0806,-16.453,28.93,4.0809,2.5708,1.31,1.835,0.7591,0.402,8.808,0.9626,0.14777,33.31,26.59,39.2,4,0,NCA,990,73.77,0,3,Deep_Discharge
1695,60,4.0198,1.794,52.33,4.0952,2.9631,2.095,3.355,0.4593,1.928,5.09,0.95936,0.17845,65.04,43.93,36.3,0,3,LFP,1181,62.85,1179,1,Thermal_Runaway_Risk
1631,75,3.3015,16.534,28.16,4.1345,2.8378,0.969,3.342,0.8433,7.02,4.878,0.98849,0.17139,46.96,17.78,65.6,1,0,NMC,1171,65.66,0,0,Normal
1495,150,3.6961,-23.184,41.98,4.1129,2.7332,1.678,3.49,0.8965,4.008,10.21,1.0,0.16795,47.62,32.51,39.8,2,0,LFP,1046,70.98,1424,0,Normal
1256,50,3.5099,-23.649,21.6,4.065,2.6723,2.665,2.947,0.5784,6.019,8.486,0.99314,0.14437,38.25,21.59,41.2,0,0,LFP,862,74.66,1776,4,Internal_Short
1715,60,4.2024,-1.601,23.5,4.2493,2.8149,0.502,1.431,0.7929,1.973,8.633,0.99011,0.17355,41.44,22.73,68.2,4,1,NMC,1278,63.45,0,2,Overcharge
1136,150,4.1774,-22.001,46.92,4.2121,2.9214,2.571,0.588,0.6715,0.804,3.262,1.0,0.12478,64.27,35.27,44.9,2,0,NMC,749,74.2,238,1,Thermal_Runaway_Risk
1853,60,4.2266,-25.521,23.05,4.0595,2.5171,2.408,0.265,0.7761,6.673,5.467,0.98697,0.18698,26.88,14.68,57.6,1,2,NMC,1267,60.29,0,3,Deep_Discharge
1520,60,4.0564,0.122,27.83,4.2231,2.7677,2.857,1.065,0.6149,2.098,7.134,0.97677,0.17123,37.81,17.66,63.9,0,0,NCA,1027,67.43,0,2,Overcharge
441,75,4.1188,22.121,23.39,4.1467,2.8251,1.639,0.776,0.3237,1.996,3.111,0.9822,0.07691,28.72,13.35,41.0,0,0,LFP,323,89.16,2470,0,Normal
563,60,3.1151,15.76,41.24,4.0031,2.5128,0.97,0.383,0.5271,3.38,11.916,0.96201,0.08547,49.97,29.66,62.5,0,0,NMC,388,90.27,874,3,Deep_Discharge
1291,150,4.005,-2.139,17.91,4.0865,2.9445,1.189,0.634,0.5064,4.506,5.382,0.97701,0.15345,33.2,14.39,50.1,0,1,NMC,905,72.71,274,0,Normal
1533,100,3.8278,25.651,43.07,4.0064,2.9759,1.991,0.434,0.9469,5.13,4.43,0.99896,0.16503,49.55,37.48,59.1,1,0,NMC,1012,68.75,0,0,Normal
1830,75,4.196,34.699,32.45,4.0219,2.8062,0.594,2.831,0.6069,7.423,10.217,0.97297,0.18403,49.7,19.36,40.4,1,0,NMC,1245,65.98,0,0,Normal
1409,200,3.6283,9.824,31.86,4.0447,2.5585,1.185,0.474,0.9324,6.126,2.971,0.99512,0.14813,35.3,25.61,64.1,1,1,LFP,989,70.39,1601,3,Deep_Discharge
1410,75,2.9235,-7.324,29.42,4.1211,2.9662,2.234,4.982,0.304,4.355,9.628,1.0,0.1597,34.17,21.48,37.6,0,0,NCA,987,73.09,0,0,Normal
1136,50,3.6662,31.252,42.51,4.0953,2.9025,1.806,2.608,0.7426,1.41,11.315,0.95478,0.13378,53.76,28.65,68.9,2,1,NMC,814,76.39,237,0,Normal
1636,60,3.7955,30.371,27.81,4.0372,2.5143,0.376,4.525,0.6197,1.35,8.645,0.95693,0.16482,32.26,20.03,48.7,1,1,NMC,1198,65.99,0,3,Deep_Discharge
1648,75,3.1195,5.068,22.89,4.0986,2.7896,1.591,2.542,0.3313,1.306,5.973,1.0,0.16672,25.58,15.55,28.3,1,0,LFP,1171,67.08,1213,1,Thermal_Runaway_Risk
951,60,3.3715,24.457,35.2,4.0761,2.5573,1.668,0.852,0.6274,7.897,1.488,1.0,0.11948,43.95,32.82,81.9,1,0,NMC,670,82.57,502,3,Deep_Discharge
1104,150,3.6678,-15.626,29.15,4.1025,2.5705,2.162,4.235,0.5687,6.553,8.407,0.96397,0.12458,35.33,22.56,54.0,3,0,LFP,754,79.9,1801,3,Deep_Discharge
698,100,3.3425,-41.345,49.61,4.0431,2.5963,0.23,1.341,0.4492,0.964,10.018,0.97207,0.09224,58.13,36.69,49.0,0,0,LFP,442,84.45,2197,3,Deep_Discharge
